Gene	Accession No.	Species
polII	GU245493	Exoneura bicolor
polII	AY945119	Fideliopsis major
polII	GU245390	Florilegus sp. JS-2010
polII	EU162856	Friesella schrottkyi
polII	EU162857	Frieseomelitta silvestrii
polII	EU162865	Geotrigona kraussi
polII	AY945130	Goniocolletes fimbriatinus
polII	AY945133	Goniocolletes perfasciatus
polII	AY945120	Halictus rubicundus
polII	GU245452	Heriades crucifer
polII	DQ069336	Heriades crucifera
polII	EF599273	Hesperapis cockerelli
polII	AY945121	Hesperapis larreae
polII	AY945122	Hesperapis regularis
polII	AY945186	Hesperapis rhodocerata
polII	AY945123	Hesperapis sp. Hesp940
polII	EF599272	Hesperapis trochanterata
polII	GU245485	Hexepeolus rhodogyne
polII	GU245466	Holcopasites arizonicus
polII	GU245465	Holcopasites calliopsidis
polII	GU245467	Holcopasites insoletus
polII	GU245470	Holcopasites minimus
polII	AY945124	Holcopasites ruthae
polII	GU245469	Holcopasites stevensi
polII	GU245379	Hopliphora velutina
polII	GU245459	Hoplitis albifrons
polII	GU245456	Hoplosmia scutellaris
polII	AY945126	Hylaeus amiculus
polII	AY945127	Hylaeus elegans
polII	AY945128	Hylaeus proximus
polII	AY945188	Hyleoides concinna
polII	AY945189	Hypotrigona gribodoi
polII	EU980076	Hypotrigona ruspolii
polII	GU245403	Isepeolus atripilis
polII	GU245402	Isepeolus cortesi
polII	GU245404	Isepeolus luctuosus
polII	GU245405	Isepeolus wagenknechti
polII	AY945129	Isodontia mexicana
polII	GU320160	Lasioglossum hybodinum
polII	GU245421	Leiopodus abnormis
polII	AY945137	Leiopodus singularis
polII	GU245420	Leiopodus sp. JS-2010
polII	GU245422	Leiopodus trochantericus
polII	AY945131	Leioproctus irroratus
polII	AY945132	Leioproctus plumosus
polII	AY945135	Leioproctus sp. BND-2004
polII	AY945190	Leioproctus sp. Lesp707
polII	EU980077	Lepidotrigona ventralis
polII	GU245415	Lestrimelitta sp. JS-2010
polII	EU162864	Lestrimelitta sp. MP115
polII	EU980078	Liotrigona madecassa
polII	DQ069326	Lipotriches patellifera
polII	EU980079	Lisotrigona furva
polII	DQ069335	Lithurgus apicalis
polII	AY945136	Lithurgus echinocacti
polII	GU245492	Macrogalea ellioti
polII	DQ069327	Macronomia aureozonata
polII	AY945191	Macronomia sanguinolenta
polII	AY945138	Macropis europaea
polII	EF599271	Macropis fulvipes
polII	AY945139	Macropis nuda
polII	AY945196	Macrotera echinocacti
polII	AY945197	Macrotera latior
polII	GU245499	Manuelia gayatina
polII	DQ069333	Martinapis luteicornis
polII	GU245448	Megachile angelarum
polII	GU245450	Megachile ericetorum
polII	AY945143	Megachile pugnata
polII	AY945144	Meganomia binghami
polII	GU245409	Melecta albifrons
polII	GU245406	Melectoides bellus
polII	EU162890	Melipona aff. costaricaensis MP33
polII	EU162912	Melipona asilvai
polII	EU162882	Melipona beecheii
polII	EU162913	Melipona bicolor bicolor
polII	EU162898	Melipona captiosa
polII	EU162893	Melipona compressipes compressipes
polII	EU162899	Melipona compressipes interrupta
polII	EU162876	Melipona costaricaensis
polII	EU162889	Melipona crinita
polII	EU162883	Melipona favosa
polII	EU162874	Melipona fuliginosa
polII	EU162892	Melipona fuscopilosa
polII	EU162886	Melipona grandis
polII	EU162921	Melipona illota
polII	EU162901	Melipona illustris
polII	EU162900	Melipona lateralis
polII	EU162911	Melipona mandacaia
polII	EU162908	Melipona marginata
polII	EU162866	Melipona melanopleura
polII	EU162891	Melipona melanoventer
polII	EU162895	Melipona micheneri
polII	EU162896	Melipona ogilviei
polII	EU162848	Melipona panamica
polII	EU162905	Melipona quadrifasciata anthidioides
polII	EU162910	Melipona quinquefasciata
polII	EU162888	Melipona rufiventris
polII	EU162904	Melipona rufiventris flavolineata
polII	EU162906	Melipona rufiventris rufiventris
polII	EU162907	Melipona scutellaris
polII	EU162894	Melipona seminigra atrofulva
polII	EU162915	Melipona solani
polII	GU245410	Melipona sp. JS-2010
polII	EU162871	Melipona sp. MP127
polII	EU162903	Melipona sp. MP70
polII	EU162914	Melipona sp. MP85
polII	EU162917	Melipona sp. MP90
polII	EU162918	Melipona sp. MP91
polII	EU162920	Melipona sp. MP93
polII	EU162922	Melipona sp. MP96
polII	EU162924	Melipona sp. MP98
polII	EU162909	Melipona triplaridis
polII	EU184729	Meliponula bocandei
polII	AY945192	Meliponula erythra
polII	GU245412	Meliponula ferruginea
polII	GU245384	Melissodes desponsa
polII	GU245388	Melissoptila sp. JS-2010
polII	GU245451	Melitta arrogans
polII	AY945140	Melitta capensis
polII	EF599266	Melitta dimidiata
polII	AY945141	Melitta eickworti
polII	EF599270	Melitta ezoana
polII	EF599269	Melitta haemorrhoidalis
polII	AY945142	Melitta leporina
polII	EF599267	Melitta nigricans
polII	EF599268	Melitta tricincta
polII	EF599242	Melitturga albescens
polII	EF646386	Melitturga caudata
polII	AY945145	Melitturga clavicornis
polII	AY945194	Meliturgula haematospila
polII	AY945193	Meliturgula minima
polII	EF599244	Meliturgula scriptifrons
polII	EU162868	Meliwillea bivea
polII	GU245380	Mesocheira bicolor
polII	GU245377	Mesonychium asteria
polII	GU245378	Mesoplia rufipes
polII	GU320155	Mexalictus arizonensis
polII	GU245446	Microthurge sp. JS-2010
polII	EU162853	Nannotrigona sp. MP104
polII	GU245424	Nanorhathymus sp. JS-2010
polII	EF599246	Neffapis longilingua
polII	GU245437	Neofidelia sp. JS-2010
polII	GU245486	Neolarra orbiculata
polII	GU245471	Neopasites cressoni
polII	EU162867	Nogueirapis mirandula
polII	GU245487	Nomada maculata
polII	GU245488	Nomada signata
polII	DQ069328	Nomia tetrazonata
polII	GU320156	Nomioides facilis
polII	EU980081	Odontotrigona haematoptera
polII	GU245478	Odyneropsis sp. JS-2010
polII	GU245460	Oreopasites barbarae
polII	GU245419	Osiris sp. JS-2010
polII	GU245453	Osmia lignaria
polII	AY945148	Oxybelus abdominalis
polII	EF599239	Panurginus albopilosus
polII	EF599261	Panurgus banksianus proximus
polII	AY945152	Panurgus calcaratus
polII	EF599251	Panurgus calceatus
polII	EF599252	Panurgus canescens
polII	EF599260	Panurgus cephalotes
polII	EF599255	Panurgus convergens
polII	EF599263	Panurgus dentatus
polII	EF599257	Panurgus dentipes
polII	EF599254	Panurgus farinosus
polII	EF599258	Panurgus maroccanus
polII	EF599253	Panurgus nigriscopus
polII	EF599265	Panurgus niloticus
polII	EF599259	Panurgus perezi
polII	EF599264	Panurgus pici
polII	EF599262	Panurgus pyropygus
polII	EF599256	Panurgus rungsi
polII	AY945154	Paranomada velutina
polII	GU245441	Paranthidium jugatorium
polII	GU245438	Pararhophites quadratus
polII	GU245427	Paratetrapedia sp. JS-2010
polII	GU245417	Parepeolus aterrimus
polII	GU245464	Pasites maculatus
polII	AY945206	Patellapis (Zonalictus) sp. BND-2006
polII	GU320164	Patellapis abessinica
polII	AY945153	Penapis penai
polII	GU245382	Peponapis pruinosa
polII	AY945195	Perdita californica
polII	EF599247	Perdita halictoides
polII	EF599248	Perdita trisignata
polII	AY945149	Philanthus gibbosus
polII	EU162850	Plebeia franki
polII	EU980082	Plebeia sp. A CR-2009
polII	GU245413	Plebeina hildebrandti
polII	AY945150	Plenoculus nr. parvus BND-2010
polII	EF599243	Plesiopanurgus zizus
polII	GU245436	Promelitta alboclypeata
polII	AY945198	Protandrena mexicanorum
polII	AY945187	Protandrena nanulus
polII	DQ069325	Protandrena verbesinae
polII	GU245458	Protosmia rubifloris
polII	AY945157	Protoxaea gloriosa
polII	DQ069329	Pseudapis obesula
polII	AY945156	Pseudapis unidentata
polII	AY945207	Pseudopanurgus fraterculus
polII	AY945159	Rediviva mcgregori
polII	AY945201	Rediviva saetigera
polII	AY945160	Redivivoides simulans
polII	GU245423	Rhathymus sp. JS-2010
polII	GU245425	Rhathymus unicolor
polII	GU245483	Rhinepeolus rufiventris
polII	AY945158	Rophites algirus
polII	GU320163	Ruizantheda mutabilis
polII	GU936603	Samba atra
polII	GU936604	Samba fasciata
polII	AY945125	Samba griseonigra
polII	EF599285	Samba ogilviei
polII	EF599286	Samba spinosa
polII	GU245414	Scaptotrigona hellwegeri
polII	EU162854	Scaptotrigona polysticta
polII	EU162851	Scaptotrigona sp. MP102
polII	EU162852	Scaptotrigona sp. MP103
polII	EU184730	Scaura latitarsis
polII	AY945166	Sceliphron caementarium
polII	AY945202	Scrapter algoensis
polII	AY945161	Scrapter erubescens
polII	AY945162	Scrapter heterodoxus
polII	AY945163	Scrapter niger
polII	AY945164	Scrapter ruficornis
polII	AY945204	Sphecodes pecosensis
polII	GU320162	Sphecodes ranunculi
polII	AY945203	Sphecodes sp. Spsp1055
polII	GU245461	Sphecodopsis capensis
polII	AY945155	Sphex lucae
polII	GU245447	Stelis linsleyi
polII	AY945167	Stenotritus sp. BND-2004
polII	AY945165	Stigmus fulvipes
polII	GU245387	Svastra obliqua
polII	GU245383	Svastrides melanura
polII	GU245391	Svastrina subapicalis
polII	AY945168	Systropha curvicornis
polII	DQ069331	Systropha glabriventris
polII	AY945172	Tachysphex yolo
polII	GU245428	Tapinotaspidini sp. JS-2010
polII	GU245429	Tapinotaspoides sp. JS-2010
polII	EU162849	Tetragonisca angustula
polII	GU245411	Tetragonula carbonaria
polII	EU980086	Tetragonula fuscobalteata
polII	AY945205	Tetralonia cinctula
polII	GU245392	Tetraloniella glauca
polII	GU245408	Tetralonioidella sp. JS-2010
polII	GU245434	Tetrapedia cf. diversipes JS-2010
polII	GU245431	Tetrapedia maura
polII	GU245433	Tetrapedia sp. JS-2010
polII	EU980083	Tetrigona binghami
polII	GU245480	Thalestria spinosa
polII	GU245389	Thygater sp. JS-2010
polII	AY945169	Thyreus delumbatus
polII	EU184736	Thyreus takaonis
polII	GU245489	Townsendiella sp. JS-2010
polII	GU245439	Trachusa larreae
polII	AY945171	Trichocolletes sp. BND-2004
polII	GU245445	Trichothurgus herbsti
polII	AY945170	Triepeolus robustus
polII	EU980085	Trigona amazonensis
polII	EU184727	Trigona fuscipennis
polII	EU162858	Trigona sp. MP109
polII	EU980084	Trigonisca sp. A CR-2009
polII	GU245473	Triopasites penniger
polII	AY945173	Xanthesma furcifera
polII	GU245386	Xenoglossa angustior
polII	AY945174	Xeralictus bicuspidariae
polII	GU245407	Xeromelecta californica
polII	GU245508	Xylocopa californica arizonensis
polII	GU245507	Xylocopa fimbriata
polII	GU245503	Xylocopa iris
polII	GU245502	Xylocopa muscaria
polII	GU245505	Xylocopa pubescens
polII	GU245504	Xylocopa sp. JS-2010
polII	GU245501	Xylocopa tabaniformis
polII	GU245506	Xylocopa violacea
polII	GU245500	Xylocopa virginica
polII	DQ069334	Zacosmia maculata
rho	HQ995770	Afranthidium karooense
rho	EU851638	Afroheriades primus
rho	EU851639	Afroheriades sp. CJP-2008
rho	AY227939	Agapostemon leunculus
rho	AY227940	Agapostemon tyleri
rho	GU245271	Aglae caerulea
rho	EU851630	Aglaoapis tridentata
rho	DQ113659	Alocandrena porterae
rho	HM211841	Ammobates punctatus
rho	GU245318	Ammobates sp. JS-2010
rho	HM211843	Ammobatoides luctuosus
rho	AY995802	Ammophila heydeni
rho	DQ884564	Amphylaeus obscuriceps
rho	AY995803	Ampulex sp. CB-2005
rho	DQ116700	Anacrabro ocellatus
rho	GU245234	Ancyla asiatica
rho	GU245235	Ancyla holtzi anatolica
rho	EF599202	Andrena albopunctata
rho	EF416861	Andrena brooksi
rho	EF599203	Andrena cineraria
rho	AY227915	Andrena nasonii
rho	AF344618	Andrena sp. Ansp643
rho	DQ884529	Andrenopsis sp. EABA-2006
rho	AF344617	Anthidiellum notatum
rho	HQ995771	Anthidium illustre
rho	AF344586	Anthidium oblongatum
rho	AF344619	Anthidium porterae
rho	EU851631	Anthidium punctatum
rho	HQ995772	Anthodioctes mapirensis
rho	GU245273	Anthophorula sp. 1 JS-2010
rho	GU245274	Anthophorula sp. 2 JS-2010
rho	FJ042390	Aparatrigona impunctata
rho	EU184839	Apis cerana
rho	AF091733	Apis dorsata
rho	EU184838	Apis florea
rho	AB091495	Apis laboriosa
rho	U26026	Apis mellifera
rho	AF091728	Apis nigrocincta
rho	DQ813182	Apotrigona infuscata
rho	GU245299	Arhysoceble sp. JS-2010
rho	EU851642	Ashmeadiella aff. gillettei CJP-2008
rho	EU851641	Ashmeadiella aridula
rho	EU851643	Ashmeadiella holtii
rho	EU851640	Ashmeadiella timberlakei
rho	EU851644	Ashmeadiella xenomastax
rho	HQ995773	Aspidosmia arnoldi
rho	HQ995774	Aspidosmia volkmanni
rho	EU851648	Atoposmia aff. daleae CJP-2008
rho	EU851650	Atoposmia copelandica
rho	EU851645	Atoposmia elongata
rho	EU851646	Atoposmia hebitis
rho	EU851647	Atoposmia mirifica
rho	EU851649	Atoposmia timberlakei
rho	AY455893	Augochlora pura
rho	AY227935	Augochlorella pomoniella
rho	AY227934	Augochloropsis metallica
rho	DQ813183	Austroplebeia symei
rho	DQ813185	Axestotrigona ferruginea
rho	DQ884522	Baeocolletes minimus
rho	HQ995775	Bathanthidium binghami
rho	DQ884500	Belopria nitidior
rho	HQ995776	Benanthis madagascariensis
rho	HM211844	Biastes truncatus
rho	DQ116701	Bicyrtes ventralis
rho	AY739451	Bombus affinis
rho	DQ788312	Bombus alagesianus
rho	EF032380	Bombus alboanalis
rho	AY739452	Bombus alpinus
rho	DQ788313	Bombus apollineus
rho	DQ788314	Bombus appositus
rho	AF493031	Bombus ardens
rho	AB379839	Bombus ardens ardens
rho	AY739453	Bombus argillaceus
rho	DQ788315	Bombus armeniacus
rho	AF492991	Bombus ashtoni
rho	EF032387	Bombus asiaticus
rho	AY268376	Bombus atratus
rho	DQ788316	Bombus atripes
rho	AY739454	Bombus auricomus
rho	EF032384	Bombus avanus
rho	AF091719	Bombus avinoviellus
rho	DQ788317	Bombus baeri
rho	AY739455	Bombus balteatus
rho	DQ788318	Bombus barbutellus
rho	AF493030	Bombus beaticola
rho	AY268377	Bombus bellicosus
rho	AF493038	Bombus bicoloratus
rho	AF493010	Bombus bifarius
rho	AY739456	Bombus bimaculatus
rho	AY739457	Bombus biroi
rho	AF492992	Bombus bohemicus
rho	AF493043	Bombus borealis
rho	DQ788319	Bombus brachycephalus
rho	AY268378	Bombus brasiliensis
rho	DQ788320	Bombus breviceps
rho	AY739458	Bombus brodmannicus
rho	AY268379	Bombus californicus
rho	AF493035	Bombus caliginosus
rho	AF492994	Bombus campestris
rho	AF493048	Bombus centralis
rho	DQ788321	Bombus chinensis
rho	AF493015	Bombus cingulatus
rho	AY267153	Bombus citrinus
rho	DQ788323	Bombus coccineus
rho	DQ788324	Bombus confusus
rho	AY267150	Bombus consobrinus
rho	DQ788325	Bombus convexus
rho	EF032395	Bombus cornutus
rho	AF493040	Bombus crotchii
rho	AY739461	Bombus cryptarum
rho	AF492998	Bombus dahlbomii
rho	AF493025	Bombus defector
rho	AY267154	Bombus deuteronymus
rho	DQ788327	Bombus difficillimus
rho	AY268381	Bombus digressus
rho	AY268382	Bombus diligens
rho	DQ788328	Bombus distinguendus
rho	AF493028	Bombus diversus
rho	DQ788329	Bombus ecuadorius
rho	AY739462	Bombus ephippiatus
rho	AY739463	Bombus erzurumensis
rho	AY268383	Bombus excellens
rho	DQ788330	Bombus exil
rho	AY739464	Bombus eximius
rho	AF492993	Bombus fernaldae
rho	AF492997	Bombus fervidus
rho	AY739465	Bombus festivus
rho	DQ788331	Bombus filchnerae
rho	AF493017	Bombus flavescens
rho	DQ788332	Bombus flavidus
rho	AF493016	Bombus flavifrons
rho	AF493006	Bombus formosellus
rho	DQ788333	Bombus fragrans
rho	EF032385	Bombus franklini
rho	AF493041	Bombus fraternus
rho	AY739466	Bombus frigidus
rho	AY739467	Bombus friseanus
rho	DQ788334	Bombus funebris
rho	EF032396	Bombus funerarius
rho	DQ788335	Bombus gerstaeckeri
rho	EF032389	Bombus grahami
rho	AF493039	Bombus griseocollis
rho	AF493050	Bombus haemorrhoidalis
rho	DQ788336	Bombus handlirschi
rho	DQ788337	Bombus handlirschianus
rho	DQ788338	Bombus hedini
rho	AF493029	Bombus honshuensis
rho	AF492987	Bombus hortorum
rho	AY739468	Bombus hortulanus
rho	AY267151	Bombus humilis
rho	AF493045	Bombus huntii
rho	AY739470	Bombus hyperboreus
rho	AF493013	Bombus hypnorum
rho	AF493023	Bombus hypocrita
rho	AB379835	Bombus hypocrita hypocrita
rho	AB379834	Bombus hypocrita sapporoensis
rho	AF493032	Bombus ignitus
rho	DQ788339	Bombus imitator
rho	DQ788340	Bombus impetuosus
rho	DQ788341	Bombus incertus
rho	FJ159109	Bombus inexspectatus
rho	AY739471	Bombus infirmus
rho	AY739472	Bombus infrequens
rho	AF493042	Bombus insularis
rho	AY739473	Bombus jonellus
rho	DQ788342	Bombus kashmirensis
rho	AY739474	Bombus keriensis
rho	AF493036	Bombus koreanus
rho	DQ788343	Bombus kulingensis
rho	AY739475	Bombus ladakhensis
rho	DQ788344	Bombus laesus
rho	AF493005	Bombus lapidarius
rho	AY739476	Bombus lapponicus
rho	AY739477	Bombus lemniscatus
rho	AY739478	Bombus lepidus
rho	DQ788346	Bombus longipes
rho	AF493021	Bombus lucorum
rho	DQ788347	Bombus macgregori
rho	AY739480	Bombus maxillosus
rho	AY268385	Bombus medius
rho	DQ788311	Bombus melaleucus
rho	AF493011	Bombus melanopygus
rho	AF492990	Bombus melanurus
rho	AF493024	Bombus mendax
rho	AF493003	Bombus mesomelas
rho	AY268386	Bombus mexicanus
rho	DQ788348	Bombus miniatus
rho	AF493014	Bombus mixtus
rho	DQ788349	Bombus mlokosievitzii
rho	AY739481	Bombus moderatus
rho	AY267157	Bombus modestus
rho	AY739483	Bombus monticola
rho	AY268387	Bombus morio
rho	AY267152	Bombus morrisoni
rho	AF493002	Bombus mucidus
rho	DQ788351	Bombus muscorum
rho	AY739484	Bombus neoboreus
rho	AF493026	Bombus nevadensis
rho	DQ788353	Bombus niveatus
rho	AY739485	Bombus nobilis
rho	DQ788354	Bombus norvegicus
rho	DQ788355	Bombus oberti
rho	AY739486	Bombus occidentalis
rho	DQ788356	Bombus opifex
rho	AF493018	Bombus parthenius
rho	AF493001	Bombus pascuorum
rho	AF493020	Bombus patagiatus
rho	AF492996	Bombus pennsylvanicus
rho	AF493012	Bombus perplexus
rho	DQ788358	Bombus persicus
rho	DQ788359	Bombus personatus
rho	AY739487	Bombus picipes
rho	AF493037	Bombus polaris
rho	DQ788360	Bombus pomorum
rho	DQ788361	Bombus portchinsky
rho	DQ788362	Bombus potanini
rho	AF493033	Bombus pratorum
rho	AY267155	Bombus pseudobaicalensis
rho	AY268389	Bombus pullatus
rho	AY739488	Bombus pyrenaeus
rho	DQ788363	Bombus quadricolor
rho	DQ788364	Bombus religiosus
rho	DQ788365	Bombus remotus
rho	DQ788366	Bombus robustus
rho	DQ788367	Bombus rubicundus
rho	AF492999	Bombus ruderarius
rho	AF493044	Bombus ruderatus
rho	AF493034	Bombus rufocinctus
rho	AY739489	Bombus rufofasciatus
rho	AF492995	Bombus rupestris
rho	EF032381	Bombus sandersoni
rho	AF493000	Bombus schrencki
rho	DQ788368	Bombus securus
rho	DQ788369	Bombus semenoviellus
rho	DQ788370	Bombus shaposhnikovi
rho	EF032388	Bombus sibiricus
rho	DQ788371	Bombus sichelii
rho	DQ788372	Bombus simillimus
rho	AY739490	Bombus sitkensis
rho	DQ788373	Bombus skorikovi
rho	EF032394	Bombus sonorus
rho	AF493008	Bombus soroeensis
rho	AY267156	Bombus sporadicus
rho	AY268391	Bombus steindachneri
rho	AF493027	Bombus subterraneus
rho	DQ788374	Bombus suckleyi
rho	AY739492	Bombus sulfureus
rho	DQ788375	Bombus supremus
rho	AF492988	Bombus sushkini
rho	DQ788376	Bombus sylvarum
rho	DQ788377	Bombus sylvestris
rho	AY739493	Bombus sylvicola
rho	AF493046	Bombus ternarius
rho	AF091722	Bombus terrestris
rho	AY485301	Bombus terrestris sassaricus
rho	AF493019	Bombus terricola
rho	DQ788378	Bombus tibetanus
rho	AF492989	Bombus tichenkoi
rho	AY268392	Bombus transversalis
rho	AF493004	Bombus tricornis
rho	AF492985	Bombus trifasciatus
rho	DQ788379	Bombus trinominatus
rho	EF032386	Bombus tucumanus
rho	AF492986	Bombus ussurensis
rho	AY267158	Bombus vagans
rho	AF493049	Bombus vandykei
rho	AY268397	Bombus variabilis
rho	DQ788381	Bombus velox
rho	AY739495	Bombus vestalis
rho	DQ788382	Bombus veteranus
rho	DQ788383	Bombus vogti
rho	AY267149	Bombus volucelloides
rho	DQ788384	Bombus vorticosus
rho	AF493047	Bombus vosnesenskii
rho	DQ788385	Bombus waltoni
rho	AY268393	Bombus weisi
rho	AY739496	Bombus wilmattae
rho	AF493007	Bombus wurflenii
rho	DQ788386	Bombus zonatus
rho	DQ884506	Brachyglossula communis
rho	GU245324	Brachynomada margaretae
rho	HM211845	Brachynomada sp. JS-2010
rho	GU245231	Braunsapis madecassella
rho	DQ884482	Cadeguala albopilosa
rho	DQ884485	Cadeguala occidentalis
rho	DQ884486	Cadegualina andina
rho	AY227941	Caenohalictus sp. BND-2
rho	AY227942	Caenohalictus sp. BND-3
rho	GU245295	Caenonomada sp. JS-2010
rho	GU245325	Caenoprosopina holmbergi
rho	GU245326	Caenoprosopis crabronina
rho	DQ113656	Calliopsis anthidia
rho	AF344587	Calliopsis fracta
rho	AF344588	Calliopsis pugionis
rho	DQ115550	Callohesma calliopsella
rho	DQ115563	Callomelitta antipodes
