Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor
Apoidea,Cane_1987_21,NorthAmerica,USA,JC,NA,NA,32.531318,-85.529473,NA,21/1/87,NA,Museum,Apidae,Xylocopinae,Xylocopini,Xylocopa,,Xylocopa_micans,Female,NA,NA,0.151718,5.9118,5.9118,5.9118,NA,NA
Apoidea,Cane_1987_22,NorthAmerica,USA,JC,NA,NA,32.531318,-85.529473,NA,22/1/87,NA,Museum,Apidae,Xylocopinae,Xylocopini,Xylocopa,,Xylocopa_virginica,Female,NA,NA,0.188354,5.6496,5.6496,5.6496,NA,NA
Syrphoidea,ALLO-AUS-06,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Vaccinium,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,Lathyrophthalmus,Eristalinus_punctulatus,Male,0.0906,0.067166,0.023434,6.597,4.2972858,4.051698067,18.508,11.36711048
Syrphoidea,ALLO-AUS-07,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.0682,0.067166,0.001034,1.688,1.0995632,1.036723713,10.885,6.685271102
Syrphoidea,ALLO-AUS-08,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Eristalinae,Cerioidini,Ceriana,Ceriana,Ceriana_cersp1,Female,0.0699,0.067166,0.002734,2.206,1.4369884,1.354865232,14.028,8.615616263
Syrphoidea,ALLO-AUS-10,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,11/5/17,Camellia,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,Lathyrophthalmus,Eristalinus_punctulatus,Male,0.0881,0.067166,0.020934,5.877,3.8282778,3.60949364,16.903,10.38136311
Syrphoidea,ALLO-AUS-13,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,15/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0684,0.067166,0.001234,2.388,1.5555432,1.466644685,10.965,6.734404927
Syrphoidea,ALLO-AUS-14,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,15/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0686,0.067166,0.001434,2.815,1.833691,1.728896477,13.017,7.994687546
Syrphoidea,ALLO-AUS-17,Australasia,Australia,LK,COFFS,COFFSBasil,-29.99,153.14,0,11/5/17,Basil,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0682,0.067166,0.001034,2.084,1.3575176,1.279936149,9.0906,5.583199401
Syrphoidea,ALLO-AUS-21,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0737,0.067166,0.006534,4.093,2.6661802,2.513809336,15.627,9.597678596
Syrphoidea,ALLO-AUS-22,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Vaccinium,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,NA,Eristalinus_punctulatus,Female,0.0982,0.067166,0.031034,6.127,3.9911278,3.763036844,19.265,11.8320393
Syrphoidea,ALLO-AUS-28,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,11/5/17,Vaccinium,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,NA,Eristalinus_punctulatus,Male,0.0921,0.067166,0.024934,6.205,4.041937,3.810942323,19.77,12.14219657
Syrphoidea,ALLO-AUS-29,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.07,0.067166,0.002834,2.258,1.4708612,1.386802219,11.011,6.762656877
Syrphoidea,ALLO-AUS-30,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0731,0.067166,0.005934,3.433,2.2362562,2.108455277,13.354,8.201663785
Syrphoidea,ALLO-AUS-33,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,11/5/17,Camellia,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,NA,Eristalinus_punctulatus,Male,0.0874,0.067166,0.020234,6.203,4.0406342,3.809713978,18.991,11.66375595
Syrphoidea,ALLO-AUS-38,Australasia,Australia,LK,COFFS,COFFSRoadside weeds,-30,153.15,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0711,0.067166,0.003934,3.773,2.4577322,2.317274035,14.857,9.124765527
Syrphoidea,ALLO-AUS-40,Australasia,Australia,LK,COFFS,COFFSRoadside - Ditch,-30,153.14,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.0694,0.067166,0.002234,2.069,1.3477466,1.270723556,10.337,6.348704399
Syrphoidea,ALLO-AUS-41,Australasia,Australia,LK,COFFS,COFFSRoadside - Ditch,-30,153.14,0,11/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.0682,0.067166,0.001034,1.855,1.208347,1.139290574,11.5192,7.074779502
Syrphoidea,ALLO-AUS-47,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.044,0.038672,0.005328,3.127,2.0369278,1.920518396,12.599,7.737963309
Syrphoidea,ALLO-AUS-56,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Vaccinium,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,NA,Eristalinus_punctulatus,Male,0.0947,0.067166,0.027534,6.191,4.0328174,3.802343904,18.502,11.36342544
Syrphoidea,ALLO-AUS-59,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_syrsp2,Male,0.0461,0.038672,0.007428,3.683,2.3991062,2.261998481,17.002,10.44216622
Syrphoidea,ALLO-AUS-63,Australasia,Australia,LK,COFFS,COFFSS1S,-30.01,153.15,0,16/5/17,Vaccinium,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,NA,Eristalinus_punctulatus,Male,0.0988,0.067166,0.031634,6.362,4.1442068,3.907367455,19.754,12.13236981
Syrphoidea,ALLO-AUS-69,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,16/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0438,0.038672,0.005128,3.364,2.1913096,2.066077353,14.395,8.841017686
Syrphoidea,ALLO-AUS-72,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,17/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0411,0.038672,0.002428,2.391,1.5574974,1.468487203,11.092,6.812404875
Syrphoidea,ALLO-AUS-87,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,23/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0412,0.038672,0.002528,3.207,2.0890398,1.969652221,13.723,8.428293554
Syrphoidea,ALLO-AUS-88,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0432,0.038672,0.004528,3.003,1.9561542,1.844360966,15.278,9.383332283
Syrphoidea,ALLO-AUS-92,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,23/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Episyrphus,NA,Episyrphus_spisp1,Male,0.0734,0.067166,0.006234,3.947,2.5710758,2.424140105,15.597,9.579253411
Syrphoidea,ALLO-AUS-93-1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,23/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0455,0.038672,0.006828,3.663,2.3860782,2.249715025,13.511,8.298088917
Syrphoidea,ALLO-AUS-94,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.045,0.038672,0.006328,3.889,2.5332946,2.388518081,15.27,9.3784189
Syrphoidea,ALLO-AUS-97,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,23/5/17,Weed/Carrot,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0404,0.038672,0.001728,2.044,1.3314616,1.255369236,10.922,6.707995496
Syrphoidea,ALLO-AUS-101,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,Bidens pilosa,Hand,Syrphidae,Eristalinae,Milesiini,Syrph,NA,Syrph_chasp1,Male,0.0443,0.038672,0.005628,3.16,2.058424,1.940786099,15.24,9.359993716
Syrphoidea,ALLO-AUS-103,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,23/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0476,0.038672,0.008928,3.538,2.3046532,2.172943423,14.403,8.845931069
Syrphoidea,ALLO-AUS-104,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,23/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.0404,0.038672,0.001728,2.217,1.4441538,1.361621133,10.097,6.201302923
Syrphoidea,ALLO-AUS-105,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,23/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.043,0.038672,0.004328,2.931,1.9092534,1.800140524,12.353,7.586876796
Syrphoidea,ALLO-AUS-109,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Passiflora,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0406,0.038672,0.001928,1.679,1.0937006,1.031196158,9.768,5.999240067
Syrphoidea,ALLO-AUS-110,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Passiflora,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0413,0.038672,0.002628,3.419,2.2271366,2.099856858,13.74,8.438734492
Syrphoidea,ALLO-AUS-111,Australasia,Australia,LK,COFFS,COFFSHardip,-30.01,153.11,0,24/5/17,Passiflora,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0446,0.038672,0.005928,3.496,2.2772944,2.147148165,15.239,9.359379543
Syrphoidea,ALLO-AUS-113,Australasia,Australia,LK,COFFS,COFFSSherwood,-30.04,153.15,0,30/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0421,0.038672,0.003428,3.952,2.5743328,2.427210969,15.463,9.496954254
Syrphoidea,ALLO-AUS-114,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,25/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0448,0.038672,0.006128,4.307,2.8055798,2.645242319,15.493,9.515379438
Syrphoidea,ALLO-AUS-116,Australasia,Australia,LK,COFFS,COFFSKangaroo,-30.03,153.18,0,30/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0439,0.038672,0.005228,3.747,2.4407958,2.301305542,15.114,9.282607941
Syrphoidea,ALLO-AUS-117,Australasia,Australia,LK,COFFS,COFFSParminder,-30.09,153.16,0,25/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0441,0.038672,0.005428,4.185,2.726109,2.570313235,15.791,9.698402937
Syrphoidea,ALLO-AUS-119,Australasia,Australia,LK,COFFS,COFFSSherwood,-30.04,153.15,0,31/5/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0431,0.038672,0.004428,3.273,2.1320322,2.010187627,13.725,8.4295219
Syrphoidea,ALLO-AUS-123,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,26/5/17,Yellow inflorescene,Hand,Syrphidae,Eristalinae,Milesiini,Syrph,NA,Syrph_chasp1,Female,0.0471,0.038672,0.008428,3.528,2.2981392,2.166801695,15.44,9.482828279
Syrphoidea,ALLO-AUS-134,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,26/5/17,Westringia,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0454,0.038672,0.006728,3.874,2.5235236,2.379305489,14.207,8.725553197
Syrphoidea,ALLO-AUS-135,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,26/5/17,Westringia,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0436,0.038672,0.004928,3.982,2.5938748,2.445636153,15.463,9.496954254
Syrphoidea,ALLO-AUS-136,Australasia,Australia,LK,COFFS,COFFSKelly Potts,-30.14,153.19,0,25/5/17,Westringia,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0394,0.038672,0.000728,1.942,1.2650188,1.192723609,9.618,5.907114144
Syrphoidea,ALLO-AUS-137,Australasia,Australia,LK,COFFS,COFFSSherwood,-30.04,153.15,0,26/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0427,0.038672,0.004028,3.826,2.4922564,2.349825194,14.883,9.140734021
Syrphoidea,ALLO-AUS-138,Australasia,Australia,LK,COFFS,COFFSSherwood,-30.04,153.15,0,26/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.0401,0.038672,0.001428,1.981,1.2904234,1.216676348,10.305,6.329050869
Syrphoidea,ALLO-AUS-155,Australasia,Australia,LK,COFFS,COFFSroadside weeds,-30,153.15,0,5/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0687,0.067166,0.001534,1.71,1.113894,1.050235515,9.809,6.024421152
Syrphoidea,ALLO-AUS-156,Australasia,Australia,LK,COFFS,COFFSroadside weeds,-30,153.15,0,8/5/17,Bidens pilosa,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0691,0.067166,0.001934,2.138,1.3926932,1.313101481,10.506,6.452499605
Syrphoidea,ALLO-AUS-160,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,8/5/17,Camellia,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.073,0.067166,0.005834,3.357,2.1867498,2.061778143,14.012,8.605789498
Syrphoidea,ALLO-AUS-163,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0688,0.067166,0.001634,1.695,1.104123,1.041022923,9.503,5.83648427
Syrphoidea,ALLO-AUS-166,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Female,0.0689,0.067166,0.001734,2.256,1.4695584,1.385573873,10.235,6.286058772
Syrphoidea,ALLO-AUS-178,Australasia,Australia,LK,COFFS,COFFSCamellia,-30,153.15,0,9/5/17,Camellia,Hand,Syrphidae,Syrphinae,Syrphini,Syrphini,NA,Syrphini_syrsp4,Male,0.069,0.067166,0.001834,1.624,1.0578736,0.997416653,10.373,6.37081462
Syrphoidea,ALLO-AUS-94.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0748,0.067166,0.007634,4.027,2.6231878,2.47327393,14.341,8.807852354
Syrphoidea,ALLO-AUS-95.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0736,0.067166,0.006434,4.162,2.7111268,2.55618726,15.541,9.544859733
Syrphoidea,ALLO-AUS-97.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0727,0.067166,0.005534,3.984,2.5951776,2.446864499,14.766,9.068875801
Syrphoidea,ALLO-AUS-99.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0444,0.038672,0.005728,3.339,2.1750246,2.050723033,14.132,8.679490236
Syrphoidea,ALLO-AUS-100.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0463,0.038672,0.007628,3.704,2.4127856,2.27489611,13.827,8.492167527
Syrphoidea,ALLO-AUS-101.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.042,0.038672,0.003328,2.505,1.631757,1.538502904,12.088,7.424121
Syrphoidea,ALLO-AUS-102.1,Australasia,Australia,LK,COFFS,COFFSCOMPOUND-YELLOW,-29.99,153.14,0,20/5/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0452,0.038672,0.006528,3.509,2.2857626,2.155132411,13.069,8.026624532
Syrphoidea,ALLO-AUS-187,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0704,0.067166,0.003234,3.683,2.3991062,2.261998481,13.2079,8.111933136
Syrphoidea,ALLO-AUS-197,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0709,0.067166,0.003734,3.242,2.1118388,1.991148269,12.906,7.926514363
Syrphoidea,ALLO-AUS-198,Australasia,Australia,LK,COFFS,COFFSGrays Road,-29.94,153.13,0,8/4/17,Vaccinium,Hand,Syrphidae,Eristalinae,Cerioidini,Ceriana,Ceriana,Ceriana_cersp2,Female,0.0725,0.067166,0.005334,2.707,1.7633398,1.662565813,15.727,9.659095877
Syrphoidea,ALLO-AUS-199,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0758,0.067166,0.008634,4.03,2.625142,2.475116448,15.336,9.418954306
Syrphoidea,ALLO-AUS-200,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0754,0.067166,0.008234,4.306,2.8049284,2.644628146,15.257,9.370434654
Syrphoidea,ALLO-AUS-201,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0764,0.067166,0.009234,3.901,2.5411114,2.395888155,14.174,8.705285494
Syrphoidea,ALLO-AUS-202,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0774,0.067166,0.010234,4.042,2.6329588,2.482486522,14.38,8.831805094
Syrphoidea,ALLO-AUS-203,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0726,0.067166,0.005434,3.693,2.4056202,2.268140209,12.939,7.946782066
Syrphoidea,ALLO-AUS-218,Australasia,Australia,LK,BUNDA,Bundaberg,-24.84,152.46,0,19/2/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Syrphin,NA,Syrphin_syrsp3,Female,0.0703,0.067166,0.003134,2.891,1.8831974,1.775573611,11.186,6.87013712
Syrphoidea,ALLO-AUS-219,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0466,0.038672,0.007928,3.75,2.44275,2.30314806,15.163,9.312702409
Syrphoidea,ALLO-AUS-220,Australasia,Australia,LK,COFFS,Woolgoolga,-30.11,153.2,0,3/3/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0733,0.067166,0.006134,3.167,2.0629838,1.945085308,13.582,8.341695187
Syrphoidea,ALLO-AUS-239,Australasia,Australia,LK,BUNDA,Bundaberg,-24.84,152.46,0,19/2/17,NA,Vane,Syrphidae,Syrphinae,Syrphini,Syrphi,NA,Syrphi_syrsp5,Female,0.041,0.038672,0.002328,2.754,1.7939556,1.691431935,11.316,6.949979586
Syrphoidea,ALLO-AUS-265,Australasia,Australia,LK,COFFS,COFFS_B910,-30.01,153.15,0,21/9/17,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Male,0.0456,0.038672,0.006928,4.184,2.7254576,2.569699062,16.059,9.863001252
Syrphoidea,ALLO-AUS-271,Australasia,Australia,LK,COFFS,COFFS_ B81,-29.99,153.14,0,14/9/18,Vaccinium,Hand,Syrphidae,Syrphinae,Syrphini,Melangyna,Austrosyrphus,Melangyna_melsp1,Female,0.0427,0.038672,0.004028,3.522,2.2942308,2.163116658,14.333,8.802938972
Syrphoidea,ALLO-AUS-279,Australasia,Australia,LK,COFFS,COFFS_FST,-30,153.1,0,14/9/17,Pultanea,Hand,Syrphidae,Eristalinae,Eristalini,Trichopsomyia,NA,Trichopsomyia_trisp1,Male,0.0407,0.038672,0.002028,2.28,1.485192,1.40031402,8.531,5.239508293
Syrphoidea,ALLO-AUS-309,Australasia,Australia,LK,KATHE,FoxaliciousREF149,-14.52,132.45,0,11/6/17,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Male,0.0549,0.038672,0.016228,5.182,3.3755548,3.182643533,20.756,12.74777097
Syrphoidea,ALLO-AUS-310,Australasia,Australia,LK,KATHE,Kings producersREF144,-14.52,132.45,0,9/6/17,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Ischiodon,NA,Ischiodon_scutellaris,Female,0.0476,0.038672,0.008928,3.59,2.338526,2.204880409,15.249,9.365521271
Syrphoidea,ALLO-AUS-312,Australasia,Australia,LK,MAREE,MoroREF006,-16.9,145.43,0,9/8/17,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0433,0.038672,0.004628,3.021,1.9678794,1.855416077,12.805,7.864482909
Syrphoidea,ALLO-AUS-313,Australasia,Australia,LK,MAREE,MoroREF005,-16.9,145.43,0,9/8/17,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0428,0.038672,0.004128,3.045,1.983513,1.870156225,12.286,7.545727217
Syrphoidea,ALLO-AUS-314,Australasia,Australia,LK,MAREE,FeelyREF070,-16.99,145.37,0,17/8/17,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,Lathyrophthalmus,Eristalinus_erisp3,Female,0.0436,0.038672,0.004928,4.572,2.9782008,2.807998115,15.305,9.399914949
Syrphoidea,ALLO-AUS-315,Australasia,Australia,LK,MAREE,DinoREF061,-16.91,145.42,0,14/8/17,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Mesembrius,NA,Mesembrius_messp1,Female,0.0521,0.038672,0.013428,4.668,3.0407352,2.866958705,16.332,10.03067043
Syrphoidea,ALLO-AUS-316,Australasia,Australia,LK,MAREE,CetinecREF013,-16.99,145.46,0,9/8/17,Mango,Hand,Syrphidae,Eristalinae,Eristalini,Eristalinus,Lathyrophthalmus,Eristalinus_punctulatus,Male,0.0587,0.038672,0.020028,5.775,3.761835,3.546848012,17.44,10.71117391
Syrphoidea,ALLO-AUS-317,Australasia,Australia,LK,MAREE,MarcelloREF046,-16.9,145.43,0,14/8/17,Mango,Hand,Syrphidae,Eristalinae,Milesiini,Orthoprosopa,NA,Orthoprosopa_ortsp1,Female,0.0441,0.038672,0.005428,2.756,1.7952584,1.692660281,11.668,7.166168417
Syrphoidea,ALLO-AUS-318,Australasia,Australia,LK,MAREE,FeelyREF066,-16.99,145.37,0,17/8/17,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Allobaccha,NA,Allobaccha_allsp1,Female,0.0421,0.038672,0.003428,2.9,1.88906,1.781101166,16.532,10.15350499
Syrphoidea,ALLO-AUS-319,Australasia,Australia,LK,MAREE,MoroREF31,-16.9,145.43,0,9/8/17,Mango,Hand,Syrphidae,Syrphinae,Syrphini,Simosyrphus,NA,Simosyrphus_simsp1,Female,0.0432,0.038672,0.004528,2.847,1.8545358,1.748550007,11.562,7.101066099
